"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.181531,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.127722,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.440978,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.380648,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.397196,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.391911,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.275022,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.183346,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.404363,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.433065,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2018","2018","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.36061,"E","Estimated value"
"BGR","Bulgaria","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2019","2019","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.336986,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3503948,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3846288,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.4813977,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.64747,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8907998,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.7718227,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8385844,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8198082,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8538058,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8917664,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.939395,"E","Estimated value"
"BTN","Bhutan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.9583756,"E","Estimated value"
"BIH","Bosnia and Herzegovina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.999829,"E","Estimated value"
"BIH","Bosnia and Herzegovina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.709036,"E","Estimated value"
"BIH","Bosnia and Herzegovina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.206933,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.057593,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.058607,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.901462,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.631918,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.034572,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.424614,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.483534,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.417546,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.473484,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.388302,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.208306,"E","Estimated value"
"COG","Congo","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.126901,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.047296,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.310939,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.061993,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.10715,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.274895,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.30803,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.444559,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.550576,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.563049,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.492568,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.416669,"E","Estimated value"
"SUR","Suriname","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.436314,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.7362325,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.765162,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.9312952,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.054618,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.9759377,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.100118,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.045233,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.079154,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.056971,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.035021,"E","Estimated value"
"KAZ","Kazakhstan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.044627,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.041256,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",4.685727,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.947196,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.668931,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.328797,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.518922,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.253247,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.446411,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.249637,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.242098,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.243003,"E","Estimated value"
"OMN","Oman","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.190402,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.797537,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.709756,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.734243,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.876843,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.838834,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.884456,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.886345,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.919931,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.971988,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.001012,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.033285,"E","Estimated value"
"SLV","El Salvador","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.060421,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.668184,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6290532,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.7137324,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6623183,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6077482,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6158578,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6173515,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6518925,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6482649,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6505121,"E","Estimated value"
"MDG","Madagascar","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6576434,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.2374516,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.2386531,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.2977579,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3731939,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3856111,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3889992,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.5022559,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.5331591,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.5277874,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.5480881,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.553946,"E","Estimated value"
"MOZ","Mozambique","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.5598122,"E","Estimated value"
"TUV","Tuvalu","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.957307,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.033931,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.091623,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.074044,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.24749,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.307967,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.405365,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.761328,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.790632,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.890115,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.921672,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.946507,"E","Estimated value"
"MYS","Malaysia","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.999213,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.910673,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8859397,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8531526,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8170053,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.6655484,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.7600231,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.7576475,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.4409107,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.3064057,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.2362013,"E","Estimated value"
"ERI","Eritrea","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.1993884,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.182823,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.8672895,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",0.9841428,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.190836,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.352385,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.297097,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.439701,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.459781,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.493284,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.51215,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.522606,"E","Estimated value"
"JOR","Jordan","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.524159,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1990","1990","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.084661,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","1995","1995","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.288128,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2000","2000","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.171625,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2005","2005","USD_KG","US dollars per kilogram","0","Units","2015","2015",1.860249,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2010","2010","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.223808,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2011","2011","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.279157,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2012","2012","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.309904,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2013","2013","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.241411,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2014","2014","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.13443,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2015","2015","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.151514,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2016","2016","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.065862,"E","Estimated value"
"ARG","Argentina","DMC_PROD","Non-energy material productivity, GDP per unit of DMC","2017","2017","USD_KG","US dollars per kilogram","0","Units","2015","2015",2.083645,"E","Estimated value"
